REF_DATE,GEO,DGUID,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2465531,,,,0
2010,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2403059,,,,0
2011,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2385781,,,,0
2012,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2381473,,,,0
2013,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2374735,,,,0
2014,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2362412,,,,0
2015,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2349922,,,,0
2016,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2342178,,,,0
2017,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2353731,,,,0
2018,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2381576,,,,0
2019,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2422043,,,,0
2020,Canada,2016A000011124,Both sexes,40 to 44 years,Persons,249,units,0,v466836,1.1.55,2464247,,,,0
1971,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1252545,,,,0
1972,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1251305,,,,0
1973,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1257700,,,,0
1974,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1258139,,,,0
1975,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1264161,,,,0
1976,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1266848,,,,0
1977,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1274327,,,,0
1978,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1279774,,,,0
1979,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1276236,,,,0
1980,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1267748,,,,0
1981,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1264673,,,,0
1982,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1261960,,,,0
1983,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1264311,,,,0
1984,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1284023,,,,0
1985,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1303979,,,,0
1986,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1336120,,,,0
1987,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1388462,,,,0
1988,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1459399,,,,0
1989,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1530584,,,,0
1990,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1598554,,,,0
1991,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1673878,,,,0
1992,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1790492,,,,0
1993,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1885672,,,,0
1994,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,1973402,,,,0
1995,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2060120,,,,0
1996,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2129525,,,,0
1997,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2153483,,,,0
1998,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2191148,,,,0
1999,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2248092,,,,0
2000,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2315428,,,,0
2001,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2379380,,,,0
2002,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2456165,,,,0
2003,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2524286,,,,0
2004,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2574828,,,,0
2005,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2620433,,,,0
2006,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2672563,,,,0
2007,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2711672,,,,0
2008,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2754800,,,,0
2009,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2784706,,,,0
2010,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2780175,,,,0
2011,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2719980,,,,0
2012,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2657781,,,,0
2013,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2577529,,,,0
2014,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2503611,,,,0
2015,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2445816,,,,0
2016,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2431118,,,,0
2017,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2418092,,,,0
2018,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2407567,,,,0
2019,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2397851,,,,0
2020,Canada,2016A000011124,Both sexes,45 to 49 years,Persons,249,units,0,v466857,1.1.61,2390116,,,,0
1971,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1065664,,,,0
1972,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1112092,,,,0
1973,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1154402,,,,0
1974,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1195412,,,,0
1975,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1215258,,,,0
1976,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1229164,,,,0
1977,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1226506,,,,0
1978,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1229735,,,,0
1979,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1230665,,,,0
1980,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1241241,,,,0
1981,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1250372,,,,0
1982,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1260497,,,,0
1983,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1263658,,,,0
1984,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1258896,,,,0
1985,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1249349,,,,0
1986,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1245273,,,,0
1987,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1241635,,,,0
1988,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1246448,,,,0
1989,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1272970,,,,0
1990,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1300800,,,,0
1991,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1342968,,,,0
1992,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1392583,,,,0
1993,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1457171,,,,0
1994,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1520513,,,,0
1995,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1583064,,,,0
1996,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1654563,,,,0
1997,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1775034,,,,0
1998,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1872302,,,,0
1999,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,1958117,,,,0
2000,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2044694,,,,0
2001,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2117467,,,,0
2002,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2141472,,,,0
2003,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2179741,,,,0
2004,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2240957,,,,0
2005,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2313725,,,,0
2006,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2382991,,,,0
2007,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2458231,,,,0
2008,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2527565,,,,0
2009,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2583525,,,,0
2010,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2634392,,,,0
2011,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2691049,,,,0
2012,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2726209,,,,0
2013,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2760814,,,,0
2014,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2786582,,,,0
2015,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2783350,,,,0
2016,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2734564,,,,0
2017,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2664893,,,,0
2018,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2580128,,,,0
2019,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2504437,,,,0
2020,Canada,2016A000011124,Both sexes,50 to 54 years,Persons,249,units,0,v466875,1.1.67,2449915,,,,0
1971,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,964984,,,,0
1972,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,972171,,,,0
1973,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,974800,,,,0
1974,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,976014,,,,0
1975,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,995601,,,,0
1976,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1030853,,,,0
1977,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1077075,,,,0
1978,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1119153,,,,0
1979,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1157545,,,,0
1980,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1175782,,,,0
1981,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1188272,,,,0
1982,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1192016,,,,0
1983,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1202544,,,,0
1984,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1207032,,,,0
1985,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1218141,,,,0
1986,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1227384,,,,0
1987,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1236977,,,,0
1988,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1241532,,,,0
1989,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1241336,,,,0
1990,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1237155,,,,0
1991,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1235392,,,,0
1992,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1231761,,,,0
1993,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1240028,,,,0
1994,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1266556,,,,0
1995,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1292804,,,,0
1996,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1329681,,,,0
1997,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1375711,,,,0
1998,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1435302,,,,0
1999,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1495032,,,,0
2000,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1555993,,,,0
2001,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1628793,,,,0
2002,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1749985,,,,0
2003,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1848134,,,,0
2004,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,1932945,,,,0
2005,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2016359,,,,0
2006,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2087927,,,,0
2007,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2111816,,,,0
2008,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2152651,,,,0
2009,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2214122,,,,0
2010,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2286060,,,,0
2011,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2352899,,,,0
2012,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2431791,,,,0
2013,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2508170,,,,0
2014,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2566359,,,,0
2015,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2614668,,,,0
2016,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2665850,,,,0
2017,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2696687,,,,0
2018,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2728012,,,,0
2019,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2751377,,,,0
2020,Canada,2016A000011124,Both sexes,55 to 59 years,Persons,249,units,0,v466896,1.1.73,2744896,,,,0
1971,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,785693,,,,0
1972,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,813135,,,,0
1973,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,839901,,,,0
1974,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,870896,,,,0
1975,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,900085,,,,0
1976,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,913129,,,,0
1977,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,922419,,,,0
1978,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,927020,,,,0
1979,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,929190,,,,0
1980,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,952094,,,,0
1981,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,987571,,,,0
1982,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1031826,,,,0
1983,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1073265,,,,0
1984,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1112677,,,,0
1985,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1127564,,,,0
1986,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1139067,,,,0
1987,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1148849,,,,0
1988,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1163172,,,,0
1989,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1171165,,,,0
1990,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1182798,,,,0
1991,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1191257,,,,0
1992,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1202832,,,,0
1993,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1208807,,,,0
1994,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1210459,,,,0
1995,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1208185,,,,0
1996,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1206562,,,,0
1997,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1204358,,,,0
1998,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1211134,,,,0
1999,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1231580,,,,0
2000,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1253214,,,,0
2001,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1288861,,,,0
2002,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1338550,,,,0
2003,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1401324,,,,0
2004,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1466759,,,,0
2005,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1531450,,,,0
2006,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1603066,,,,0
2007,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1716024,,,,0
2008,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1810185,,,,0
2009,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1894421,,,,0
2010,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,1981245,,,,0
2011,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2049933,,,,0
2012,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2070138,,,,0
2013,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2110672,,,,0
2014,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2171609,,,,0
2015,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2243211,,,,0
2016,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2313160,,,,0
2017,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2388059,,,,0
2018,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2457490,,,,0
2019,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2513706,,,,0
2020,Canada,2016A000011124,Both sexes,60 to 64 years,Persons,249,units,0,v466914,1.1.79,2560241,,,,0
1971,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,626521,,,,0
1972,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,644955,,,,0
1973,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,663096,,,,0
1974,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,680893,,,,0
1975,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,700846,,,,0
1976,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,728512,,,,0
1977,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,755074,,,,0
1978,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,778013,,,,0
1979,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,804851,,,,0
1980,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,831971,,,,0
1981,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,849200,,,,0
1982,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,861059,,,,0
1983,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,863128,,,,0
1984,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,866060,,,,0
1985,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,889777,,,,0
1986,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,925567,,,,0
1987,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,969532,,,,0
1988,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1009908,,,,0
1989,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1051651,,,,0
1990,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1072184,,,,0
1991,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1086077,,,,0
1992,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1089479,,,,0
1993,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1098424,,,,0
1994,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1102407,,,,0
1995,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1111958,,,,0
1996,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1122616,,,,0
1997,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1136527,,,,0
1998,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1143492,,,,0
1999,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1144643,,,,0
2000,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1141975,,,,0
2001,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1142016,,,,0
2002,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1140978,,,,0
